"rep","run","bf_no_rvar","bf_rvar"
14,6,9.75530311813483e-19,2216328296524533
15,6,1.99252191882773e-20,102714979333892
16,6,4.39258321611714e-16,64667351740
17,6,1.46966952363664e-19,Inf
18,6,4.65531333090599e-14,Inf
19,6,1.77151908309823e-18,495720241556133888
20,6,8.79437114605026e-15,Inf
21,6,1.60384068130452e-24,199976526292479040
22,6,3.91588426129113e-18,Inf
23,6,1.00228198103804e-17,756796843484441
24,6,2.99014921557192e-22,Inf
25,6,5.18191842652333e-17,Inf
26,6,9.58311301181608e-13,12399771931757606
27,6,1.81407076192465e-18,7089222666698156
28,6,4.48007619275536e-17,Inf
29,6,4.55440673465303e-16,Inf
30,6,2.74514690515594e-19,614160894905.703
31,6,3.89932113770517e-16,Inf
32,6,4.51270826525371e-18,4032211106022725
33,6,3.35092062891723e-21,4464968721673.36
34,6,4.44300492627333e-21,Inf
35,6,1.26576852440205e-17,2970789966438
36,6,2.34107532883283e-17,5084329195290.1
37,6,3.78341372447532e-17,Inf
38,6,5.96056371754612e-20,32916745669.5944
39,6,9.43987618022601e-22,Inf
40,6,5.43427256133541e-18,6679758319769.62
41,6,2.2452203575351e-17,364081938201.241
42,6,3.78005900967193e-20,936306331153494
43,6,7.52940821965638e-18,10939221032071144
44,6,2.19408927773183e-19,33452164470.277
45,6,1.74542664636848e-18,269414951705589
46,6,1.23267349152161e-15,572259989310.758
47,6,2.71366942250054e-14,1605018124187
48,6,8.76732140544126e-18,89415282147.8574
49,6,1.37562435693194e-15,12861117908.5805
50,6,3.66477012228496e-16,938979322053.427
51,6,3.04254439163653e-16,136219084.671587
52,6,2.24878911191809e-17,203398102152606
53,6,8.68363873569939e-21,1101710512527067
54,6,1.50586542892183e-22,708297414559448960
55,6,2.90613215553496e-19,852592251599955
56,6,1.33228844789782e-19,Inf
57,6,1.78065240077517e-14,59073453587643.5
58,6,4.17660792629244e-21,1447475411443847
59,6,1.11028912302065e-19,Inf
60,6,3.97448899446121e-16,7736880674448.67
61,6,1.91091036837696e-14,1572251297401781504
62,6,3.26872593068791e-16,162866938109.847
63,6,5.87378448901187e-16,251605795259.902
64,6,3.47813008690475e-21,9057410427162.41
65,6,4.26025315445983e-19,3818893067560782
66,6,1.37296575314016e-21,1012465900759222
67,6,1.06692987347463e-22,99698096177234.4
68,6,4.82034321091974e-17,149165183335869
69,6,1.48311147163621e-14,Inf
70,6,1.44763205033135e-21,80100830051933
71,6,7.31409479048438e-14,3763544842949641
72,6,1.31090358118642e-20,Inf
73,6,6.29516089095515e-16,Inf
74,6,2.8173840228554e-15,12462393818.8652
75,6,3.74175631758129e-16,Inf
76,6,8.05142463920112e-16,144663807767164
77,6,9.98442152197373e-18,2721561319670.9
78,6,2.5700116685888e-18,28926475608352
79,6,3.11828809718709e-20,11899902159290.7
80,6,6.06796703655056e-19,1793193016.56996
81,6,6.48956865387275e-25,1.07990856148597e+21
82,6,1.87628959920251e-13,2643760226942730
83,6,1.39247257456519e-13,3264654980.05003
84,6,2.22894373084226e-19,1600958373339091
85,6,1.29524845248812e-15,59182909977383.5
86,6,1.34791594175274e-19,Inf
87,6,7.58761162273004e-17,Inf
88,6,1.26646901762737e-16,73592462150.963
89,6,2.11204299585891e-15,241241477786892
90,6,4.62575354380725e-16,79733103851.3135
91,6,6.5824535637131e-17,322470669421309
92,6,5.35238760386296e-15,152241293547873
93,6,1.24453893121455e-18,4192084476677906432
94,6,8.85917806967547e-19,15922736464042752
95,6,1.9853036260127e-17,Inf
96,6,8.66727733582625e-20,175087987460333
97,6,2.87882451993016e-14,Inf
98,6,3.36485567812889e-19,Inf
99,6,8.04141238359104e-24,23515290794756
100,6,1.03153733877635e-17,Inf
1,7,1.67088383065209e-20,5426139290581605
2,7,2.70413105488385e-15,74505435152.3026
3,7,3.52721191976412e-19,7391621191747662
4,7,6.42841886392329e-22,56628210.1990927
5,7,1.85909084015179e-19,411308015.849687
6,7,1.23541964305076e-15,2.45197555900665e+22
7,7,9.25550645545903e-14,5920275.33609474
8,7,6.07830461372054e-18,996350452566062
9,7,1.78676376243129e-12,71623212571.3294
10,7,6.88283607527806e-17,97316.02647553
11,7,1.04053065739454e-21,9123059517.27213
12,7,3.77221221917242e-19,1163474854123391
13,7,4.65794064062163e-21,942649720955.442
14,7,4.23217913001422e-19,9503854.39211243
15,7,4.42354779667354e-21,206896663.151683
16,7,5.18898728712261e-22,387606899685578240
17,7,1.25426293961013e-16,5750006336297.31
18,7,1.82803902698088e-18,8312464670596250
19,7,2.47423774499758e-15,4120517193558494
20,7,3.0310050887953e-17,38414932408.662
21,7,1.44833188552956e-14,19208682812187795456
22,7,1.46228855832754e-16,19994149180624932
23,7,2.02495161796944e-21,151156621803.519
24,7,3.6880722311682e-22,295680406554.348
25,7,6.297885914604e-24,1468716858842373376
26,7,1.48522607428949e-18,463213189126.632
27,7,8.38497583617129e-20,9147511334.23226
28,7,2.54913494092451e-24,2765167748628.97
29,7,5.28339578486175e-19,295493.458201407
30,7,1.76365309879439e-21,2997846066539672
31,7,2.37343057865922e-14,34290326529120.6
32,7,1.02356688448265e-18,6501075296355777
33,7,2.82194087517394e-17,1780.49227998999
34,7,4.57779658685853e-19,955880468432.595
35,7,1.17186074210033e-16,2525904680450.23
36,7,2.07809939885402e-20,543074179964.436
37,7,7.92832049709054e-18,267004821245.502
38,7,6.98644216690842e-17,260.137456613583
39,7,5.99648181826125e-20,627758362739914
40,7,4.12036997955747e-19,786231517791330560
41,7,5.75271621050389e-21,3.08877534881014e+22
42,7,1.97808415637723e-23,19771194451100832
43,7,5.00515204750847e-19,77862247936692368
44,7,3.18171467373101e-19,52380661389590.1
45,7,4.80579948017319e-20,1320141021928024
46,7,8.18584676489595e-22,123043795864380
47,7,3.54428837082141e-16,425879975227.77
48,7,6.91149516142721e-19,8255733253737.56
49,7,2.18589450590416e-16,26827935126.665
50,7,4.8194377844374e-18,2694985.67880376
51,7,1.23010574048955e-23,113032690028.943
52,7,6.75158626618354e-12,3955.24861277635
53,7,1.49895836147093e-18,500831410.886097
54,7,8.01339705507332e-21,6681404393.7618
55,7,3.6260001856512e-14,3476277232.39797
56,7,6.36760763352062e-19,1548451368954378
57,7,1.4180359904409e-20,932964359.204764
58,7,8.97164448951758e-13,48234929079.6048
59,7,9.09801573943926e-14,234884034292222048
60,7,1.22928022849828e-09,125018.49253961
61,7,6.26498246889248e-23,3837487139523388
62,7,1.99637895331161e-17,247164219089.937
63,7,4.14565467003961e-16,10042057226.3184
64,7,1.15293218247573e-19,37090503214532.8
65,7,4.70062755925125e-19,23608142372164.6
66,7,2.32164429486757e-13,28039143210710.1
67,7,3.203639677478e-17,13016792257.5311
68,7,2.02260436176534e-17,6648324933757.24
69,7,9.71496600580778e-17,3529798237069532
70,7,5.97119050356665e-21,44917414859816112
71,7,2.10270134699418e-17,2301910791392842496
72,7,2.63347275030428e-20,1.30301061598457e+20
73,7,8.21447827951537e-18,1568943732.28534
74,7,1.71514201910418e-17,2484357.82693988
75,7,8.05648629905644e-22,360800.855503752
76,7,1.11914942330983e-15,40586.177025217
77,7,3.67363475220051e-16,1453677.41063583
78,7,1.67851556150037e-20,12146986787295940608
79,7,1.41367454387982e-19,449544587.392875
80,7,3.81475360375919e-17,112975780620677
81,7,1.03177708407791e-23,70329367615174.2
82,7,7.99454734644316e-18,30934510.9946475
83,7,6.49446374450512e-20,1033315042542670
84,7,2.27306663215504e-17,71807.6620118786
85,7,4.89781084792375e-15,12571032521.2536
86,7,2.90197263881005e-22,1710408125158963
87,7,1.52009058004636e-17,38364.3544038677
88,7,2.80030769547752e-20,18935255.816821
89,7,2.72101104094083e-18,49192027652734360
90,7,1.66527906752828e-19,342549219563984
91,7,1.39645151180289e-18,5517842342.89975
92,7,1.37678269240228e-17,227551885914082944
93,7,1.52313836836424e-16,681350196904.801
94,7,4.77981397583879e-16,94850342452537.4
95,7,5.55051230023805e-16,26085723307940.9
96,7,2.38444044413927e-20,5645666894.86431
97,7,2.15277971215301e-23,47833229577752856
98,7,2.38636177153273e-14,6961.98625010905
99,7,1.57572647127548e-17,75226985524.8752
100,7,4.53790320908828e-20,275074158.668136
1,8,1.92709211312649e-18,1044.95459552857
2,8,8.78711045170608e-19,898481.656019109
3,8,8.67939377867807e-21,6785003.99654306
4,8,4.8015775324134e-21,29754142073.7652
5,8,1.05834938828818e-20,6424009562076.52
6,8,4.63713876488065e-23,501.669859838393
7,8,4.32361644973416e-19,2504.00293644104
8,8,8.6312138341189e-15,1314365.08350073
9,8,1.47300728565212e-20,170930756.153326
10,8,2.24290141201582e-17,0.240914230904698
11,8,6.08385659872837e-21,0.0351885331182469
12,8,3.17865371456191e-18,0.010904880786068
13,8,9.40105726045244e-16,27409.2814704576
14,8,1.69910756104628e-19,182.130269308106
15,8,2.445626420299e-15,592442.591524719
16,8,1.45182726415922e-17,1285741214.06592
17,8,2.57244655379794e-18,0.163937311293492
18,8,5.99963280094211e-18,295.450344451743
19,8,2.75262966616872e-16,70.1929494630919
20,8,8.60001937992235e-21,1087.52813219104
21,8,3.99949463589337e-22,672.79850708075
22,8,3.0706188901449e-21,0.0227980905254671
23,8,7.45933789277689e-12,4.82969658178946e-05
24,8,2.36155141278813e-17,20398369492.5635
25,8,6.27050480227574e-24,109.221095301318
26,8,3.14546462599418e-16,526396113.916506
27,8,2.39135587001699e-20,0.0930258716138962
28,8,5.77455842995695e-14,2564.8674286021
29,8,2.05340149548188e-22,5039.39337721472
30,8,4.59005522509025e-14,3066.75694401748
31,8,1.88769120483055e-20,24091433903.3612
32,8,2.26160138715984e-17,4.03725220623818
33,8,1.22229077350773e-17,3662012.51163577
34,8,6.44729223677413e-19,11328.5279846051
35,8,5.3269265952435e-18,283265214.425883
36,8,4.11113240068178e-16,0.0355462922048917
37,8,9.64380623312411e-22,1862310.77743465
38,8,4.57507325451918e-20,78212010295076.5
39,8,1.56758188396819e-16,3924.83937650247
40,8,1.05689362390412e-24,126263705989.956
41,8,1.83986196801509e-21,69331.6789959053
42,8,1.80613840706613e-14,20773874666.7055
43,8,7.25501585973773e-20,13929.2281643132
44,8,2.12648657301948e-21,3531.25647396445
45,8,5.79122423850417e-19,26428788.5678236
46,8,3.2731452183396e-20,271.300711001246
47,8,4.96342666651037e-19,2787877245810.58
48,8,1.23124458841016e-16,0.0267616557613032
49,8,8.8958839061713e-15,85595.6704672108
50,8,2.05460013924889e-17,11809.2679944168
51,8,7.32872825629382e-16,50284643.9907749
52,8,2.68229292841319e-20,10.1520200569471
53,8,1.69781546256961e-19,2077.79386408772
54,8,1.90064617087353e-16,84.4012383947587
55,8,3.55616761481235e-23,9.15341703894087
56,8,4.10275495439482e-18,28.4227311843844
57,8,1.94591826050483e-18,141119.459321663
58,8,1.0582752203262e-19,12495228663.1005
59,8,8.6186263380471e-21,6842.63831894011
60,8,1.59940303089211e-17,365499.205425118
61,8,6.19189406792759e-15,0.0023632939887276
62,8,7.21329313065744e-23,60361183788.5883
63,8,9.42050832863228e-21,234.792996113365
64,8,1.25757681326579e-18,0.0134468676253328
65,8,2.88000428823427e-21,114603.181899193
66,8,8.15086054970671e-16,35366.3293256901
67,8,1.73382796349435e-14,10106.0520271675
68,8,1.37938301190707e-19,5657.05191357029
69,8,6.13821988243246e-20,0.420309636057957
70,8,8.63915267568681e-20,52669.581505683
71,8,2.56441266961367e-15,327.569934080931
72,8,3.61261066857008e-13,2.91078006670146e-05
73,8,4.9825947444115e-20,70096374.9783845
74,8,2.45827469691504e-19,496448747.377918
75,8,3.63022205243009e-13,0.00701383999946743
76,8,1.44689941138715e-13,9.76280917768971e-05
77,8,1.82090603241251e-13,6942561827.08206
78,8,1.65130140098627e-17,58.1163935082127
79,8,1.78365898393851e-20,3.4741548234138
80,8,2.97698607169511e-11,3.32903603403629
81,8,1.12425317119791e-19,5287130.09901393
82,8,2.66589534235007e-16,731.42465624992
83,8,5.16266248104785e-17,12301043.2739711
84,8,8.54009265847875e-17,28220716912.9062
85,8,4.73051236904015e-17,515521379.887095
86,8,4.86496769187851e-19,129967.273120787
87,8,6.8762149889236e-18,516567.716702665
88,8,2.09009076999324e-19,131571.969023067
89,8,7.36453362621838e-21,40423630.1911002
90,8,1.70035255674973e-22,80.7366205120455
91,8,2.62543627759796e-24,2271666.2736826
92,8,4.13296044347293e-14,52686.4489680369
93,8,3.38382093708862e-16,854.611596704915
94,8,1.0905156618411e-22,0.0202605588283716
95,8,3.33188830607986e-17,351.156040275736
96,8,9.03244716971639e-21,0.0020944096952081
97,8,7.85300635853537e-17,1469130.75776886
98,8,4.36845360487241e-14,423.320771575503
99,8,1.95644768176512e-20,13534436.9750924
100,8,1.18994693570306e-14,80132.6342382259
1,9,1.96335485257662e-18,9.42519637700813e-05
2,9,1.79984965051717e-18,0.000106667590382561
3,9,6.61725113494007e-15,1.55001387319942e-06
4,9,3.71756327280497e-21,4.02045308741985
5,9,1.27196576422936e-20,2.28496583039261
6,9,1.02773935534273e-15,9.31510704035228e-08
7,9,1.29004744459496e-15,5.56203324529056e-06
8,9,5.10729729880217e-18,1.63167184393444e-06
9,9,9.65799942519643e-16,0.00162414264391525
10,9,4.64357101245047e-18,0.00144717934719699
11,9,7.03318109501619e-16,8.10672427924293e-06
12,9,7.01761127876056e-19,2.6300041980149e-06
13,9,1.54694319790142e-14,0.0131781645500103
14,9,2.44819874544603e-21,3.28317682103846
15,9,2.57804647755555e-19,6.44300037392053e-06
16,9,6.91947556448718e-15,2.09504954879846
17,9,6.74246430670188e-19,0.133318325305927
18,9,2.96906242065156e-21,7.47875669106527
19,9,4.90485579683212e-19,0.0572012389073263
20,9,1.57352099043547e-20,0.00158257381286915
21,9,1.07248638299694e-13,0.00036640337960822
22,9,4.06352698553042e-20,7.59428540147729
23,9,3.43130257462619e-20,1.84391859836021e-06
24,9,1.54386826868135e-18,4.09124226594647e-06
25,9,3.01494820748137e-14,0.130029711142186
26,9,1.5412384224912e-19,0.00125620150996229
27,9,9.19468285094176e-18,0.0543311513776289
28,9,1.1986650995216e-17,0.000818921667839343
29,9,1.35358075366613e-18,0.00180672093458871
30,9,2.03098629175982e-18,0.0930163931504657
31,9,2.02870371526923e-22,6.70517135636468e-08
32,9,2.92356839796972e-18,1.05508208180905e-06
33,9,1.7542238312853e-17,0.00646311390746365
34,9,5.92891401669576e-15,0.00169952574421016
35,9,1.57289032249498e-15,2.14511228326759e-06
36,9,4.44150027971139e-21,3.83204223908901e-10
37,9,1.76497389238437e-18,0.0243714787459061
38,9,5.33007743325304e-20,2.77044200671679e-05
39,9,5.05492943898357e-23,0.0893921978134315
40,9,5.39094881525691e-19,6.66696671387794e-08
41,9,1.9365815794294e-18,4.15506851950912e-08
42,9,6.22140434062198e-19,3.40169894293339e-06
43,9,5.13753750421181e-21,0.000269587957719262
44,9,2.20417184983472e-17,375496856.735863
45,9,9.71029555027718e-21,6.07709377907724e-05
46,9,1.06875646202679e-19,2.37862913408918e-05
47,9,1.56423486389037e-18,2.35918467324103e-06
48,9,1.24769266778494e-14,8.58987300875233e-06
49,9,1.76163305226728e-22,0.000738651881743489
50,9,1.89168680448187e-21,10.7254382237996
51,9,1.59357059256044e-21,1.16702819312094
52,9,4.01805032455389e-20,6.03223770229411
53,9,2.63709869994615e-18,0.000379325235422556
54,9,1.64896974188515e-17,2.62869907436565e-05
55,9,1.01745646087313e-15,0.078450469673469
56,9,3.2938745409039e-11,0.084386704020873
57,9,8.60647119595132e-19,6.21314551217993
58,9,1.40581705192738e-20,0.0013660586403297
59,9,2.76193992509867e-20,4.7357973501224e-07
60,9,3.66840300046088e-20,6.00147071974442e-05
61,9,9.35631005470189e-16,0.0892790378475229
62,9,1.02406306279237e-18,0.0236325292829385
63,9,4.13979337704211e-16,0.000253484681325617
64,9,4.3405921689189e-14,0.0253380465342482
65,9,2.07864077460719e-17,0.000244791335005224
66,9,4.13054270701084e-23,2.03590699111051e-08
67,9,3.68555246603737e-20,2.06121286669767e-05
68,9,1.97882571041049e-18,235.993325444515
69,9,5.19160828533144e-18,0.000114553479619549
70,9,1.21921617267194e-14,2.2951029875511e-05
71,9,1.44649834215595e-17,0.00184384046341944
72,9,1.87374464754904e-16,2.36961869323916e-05
73,9,6.27160227941008e-17,5.24746781592367e-05
74,9,1.15129749251851e-19,56.2518735671925
75,9,6.9422540868994e-20,5.53510169991917e-08
76,9,3.43622180606669e-20,1.17428732308457e-07
77,9,2.37177925106675e-20,6.27838605158723
78,9,1.21523725235701e-20,2115.01864379706
79,9,2.94819382078575e-22,16.5274655484083
80,9,1.84142522725199e-19,0.515901695855595
81,9,3.25708862422379e-16,0.00577725592410665
82,9,9.15420498957394e-25,5.43554831193783e-06
83,9,1.04972323880332e-15,0.00086986151645312
84,9,5.79397381302611e-16,44.4225054546838
85,9,1.41366163038438e-21,3.25816076624512e-08
86,9,5.76277444421715e-15,1.69119546720201e-06
87,9,3.57925178753218e-17,78718.7223700939
88,9,1.07679528180793e-17,0.00449834848184829
89,9,1.10290469257712e-20,3.82102718532907e-07
90,9,1.57137719632857e-20,0.000467008064432541
91,9,1.10951945750815e-15,3.53970845056466e-05
92,9,1.54441735623868e-20,2.90339401615828
93,9,1.97486017439812e-21,0.0914177802306836
94,9,1.56691955438524e-20,0.00215078567306772
95,9,7.31451835383714e-16,3.8494505789004e-05
96,9,2.2867544751132e-16,8.08349484377058
97,9,6.13175573422067e-23,1.02871728605482e-05
98,9,1.56891431644269e-17,1.09094347182401e-06
99,9,1.37391965011094e-19,9414.127436022
100,9,1.02234528253122e-16,0.0902113517207553
1,10,1.05276988423518e-17,0.000638517227565693
2,10,4.98940524382493e-21,0.00011724376756057
3,10,7.2217237845685e-14,3678.87405963038
4,10,2.74571923439265e-12,1.76728097027815
5,10,3.2029382503057e-18,33.8571212139663
6,10,4.97297152607647e-18,2.55512704290599e-07
7,10,1.65004908017225e-18,748.886625979077
8,10,2.06091928249906e-11,557.162999521565
9,10,2.07528743410121e-21,127.572329886259
10,10,1.95051319924889e-20,0.0491331272891904
11,10,1.07710763195068e-20,0.00487536700321674
12,10,2.32281005716796e-20,6.44023912866245e-05
13,10,1.76354723213986e-16,332.521852953888
14,10,8.35142727799074e-16,2.18094287180839
15,10,1.48833616433109e-14,0.0830632375334541
16,10,1.78144167992937e-21,33.1409379578012
17,10,1.29053416620664e-23,0.0557520957113859
18,10,3.47966142431062e-18,1756.59405157275
19,10,5.36491093656742e-16,4742373.90495189
20,10,5.78779127301335e-12,217.645859632765
21,10,2.82822984224987e-14,26.867861868074
22,10,5.2963163510787e-19,0.00196849628084545
23,10,4.67162607422459e-24,0.0123495806208732
24,10,6.24974750868729e-19,2.77085205606295e-07
25,10,4.31213602915436e-20,262.463454916299
26,10,7.4073805885364e-19,1.6440784636153e-05
27,10,6.75446595579659e-19,0.0879876326046052
28,10,6.12841605997826e-22,56.9264703050121
29,10,1.7116913297024e-19,1502.0274848793
30,10,1.65860680963945e-14,7.41506864439031
31,10,2.16372138205544e-18,1260866311.04789
32,10,2.97489009483141e-19,0.251058403524367
33,10,4.90223074084889e-15,78.7493497219653
34,10,1.77790239566845e-25,0.00179219320993498
35,10,3.71029033969136e-17,2.84061750615204e-06
36,10,1.59018647717115e-20,4.80560085780768
37,10,2.78661313576406e-18,0.00015399040639315
38,10,1.66298600300933e-18,167941.249601471
39,10,1.96955875197163e-18,3.91867607965193e-05
40,10,6.56351905388755e-26,4928.38927777415
41,10,3.28529172278165e-22,0.0368288366480133
42,10,8.95141182078154e-22,0.000755861423061507
43,10,1.33782842221724e-14,3.38896274023599e-06
44,10,6.93655597061508e-23,7186007.97114942
45,10,6.83539928613725e-19,0.460353834919737
46,10,3.24778567457629e-22,85.6117242996581
47,10,1.26073414098358e-23,0.0019323622368808
48,10,7.7468025961111e-19,1145.26520144662
49,10,4.53897142234842e-17,0.832026464273218
50,10,5.52885333293459e-18,0.0200394912300681
51,10,1.63087988208305e-15,0.00117526639641248
52,10,4.88329225790442e-12,0.00125075286640532
53,10,4.97458396497493e-18,1.80863516923181
54,10,2.31108185251877e-19,0.212840939116253
55,10,5.72232006586742e-15,32.3734683388921
56,10,5.83818873257363e-17,0.00674153848805752
57,10,3.20105811261814e-14,77.4312711916937
58,10,2.08897134316936e-16,5237.13696909274
59,10,7.84541668308571e-21,0.00144971283015589
60,10,7.96923468917124e-16,1.20409274270603
61,10,1.04481517984767e-14,0.00156417703076704
62,10,3.40389382873559e-18,5.65291269287331
63,10,9.01765230997506e-23,99069.4439698819
64,10,7.29271715068813e-19,0.0409932965748271
65,10,3.45270408274547e-18,0.169071206430195
66,10,3.32016740515991e-18,15.8607194947537
67,10,8.47164484417833e-23,0.248801587963577
68,10,5.25957625783304e-20,0.340951230750825
69,10,3.12658479373303e-19,7.99390547034342
70,10,1.33509447719499e-16,0.0099131490357397
71,10,4.96947502623255e-17,0.299663337224523
72,10,6.94517020043511e-21,0.234444221713037
73,10,1.87324846191974e-19,0.000271690772999313
74,10,1.58729247207025e-15,15543.8548157768
75,10,5.42775154847835e-22,340053.83091318
76,10,3.17031587255961e-20,7.88785396477625
77,10,4.99268338632626e-20,0.000323488907417604
78,10,1.86135558695705e-19,11.0115691475953
79,10,1.13145300403711e-11,522.207414356808
80,10,1.05771246771534e-19,0.00379759411230821
81,10,3.77253822247393e-20,1154.02443014359
82,10,4.69096489685912e-23,2.97018662728587e-08
83,10,2.77203616896036e-17,0.11418673505175
84,10,7.93709271364401e-19,197547.698919673
85,10,1.34625517058218e-22,3.47129108969624
86,10,4.10582061308406e-16,46.3913006712901
87,10,9.49598774833788e-16,0.000904745477613055
88,10,4.59214705433984e-20,21.6837625044677
89,10,2.84222289580231e-20,0.0670793649883787
90,10,6.41623371512706e-12,567.907056031416
91,10,2.83696378073597e-14,16.4800627101709
92,10,6.19571429633462e-12,3.27481550426871
93,10,1.57719028440071e-19,7.53812089947334e-05
94,10,5.40947364870705e-13,0.0130585495945781
95,10,2.06957696760912e-21,71.9198135495943
96,10,1.07659834035808e-18,31414475.2718778
97,10,8.49349534738912e-17,138513264.09335
98,10,3.3106917550862e-18,0.000655304734315612
99,10,1.38942589708671e-18,972.517873284105
100,10,1.17142582512447e-18,1778.98738817939
1,11,3.40386911232738e-17,91894943.4576318
2,11,3.25307238934547e-18,183291.956652491
3,11,9.30327002886093e-21,465.545471751133
4,11,1.05531900334608e-16,6139411520471.76
5,11,2.25988822853842e-17,79028635107129.5
6,11,4.4922901022629e-19,44784.0400029685
7,11,4.79726755804267e-22,24286657715.1406
8,11,4.34672308763718e-21,9740809.69892471
9,11,1.0787410398071e-16,92257930711.8549
10,11,9.48130881925272e-21,194586.423432848
11,11,2.17696820687584e-18,2286322854.27378
12,11,4.56348990752526e-21,169.604381334293
13,11,9.95561325387859e-17,5637631.73118015
14,11,3.88415982549934e-20,765476452.723133
15,11,1.52670354866675e-22,8731468.09817884
16,11,1.04072671599679e-19,139.685422523407
17,11,1.38165163825463e-13,40220361.2539125
